,reviews,purchased
986,"Delicious!! : This is amazing!! I was shocked by how smooth, and tasty it was!! Usually I do not buy cocktail mixes but a friend recommended this one to me, and I am so glad she did. I love it! It will defiantly be a staple in my home and parties!!",False
987,"Best Manhattan mix! : I have to say I never thought of buying a mix like this, but it is so tasty and delicious! All you have to do is add your favorite whiskey and some Robert Porter over ice. Super easy manhattan and very smooth, and tastes amazing! Highly recommended.",False
988,AMAZING!!! : I wasn't too sure about this at first because it was so inexpensive...but thought I'd give it a shot. It far exceeded all expectations!!! So delicious and smooth!!! Super impressed! Plus it doesn't hurt that the guy on the bottle is cute...just sayin,False
989,Take home and taste some class in a glass. : This is a superb drink for those days you don't feel like getting dressed for that upscale bar downtown. Invite a friend and share this cocktail at home. This is an elegant drink for those with a sophisticated palate. This cocktail will now be a staple in my home bar.,False
990,"Do yourself a favor and purchase : Not personally into pre made mixes, but bought this for entertaining friends the other night. Was extremely impressed! So smooth and balanced! Everyone LOVED their manhattans! All you have to do is add your whiskey or bourbon of choice. There are no artificial flavors or high fructose corn syrups in the mix either. Just pure cane sugar. Honestly probably safer than using the liqueurs on the market! As a bartender myself I'm telling you to get this product!!",False
991,Amazing Manhattan Mixer!!! : I used this Manhattan Mixer at our weekend pool party and it was an absolute hit!!! Cocktails were delicious and simple to make. It was one of the conversational pieces of the party!!!,False
992,"Old-school delicious cocktail made simple! : This is great stuff! I wasn't sure what to expect before trying it, because it's the first time I've tried Manhattan Mix. It is so easy to make and even easier to drink. Delicious, smooth, wonderful on the palette. Next time I'm in I'm going to buy 6 of them, and also get some for my friends. Great stuff, please keep this in stock!",False
993,"Great Mixer : Love this... great product!! Prefect for parties... graduation, summer bbq's...",False
994,THE BOMB.COM!! : It's a full bodied and delicious!! I use it at get together or just when I'm needing that Manhattan at home after work!,False
995,"Love this mix! : I am a fan of the Manhattan, although rarely do I buy a mix. However I decided to give this a try, the price couldn't be beat. Smooth taste, authentic to a true Manhattan. Just follow the directions on the bottle, simple as that. It's a great tasting mixer, in a good size bottle at a good price.",False
996,"PERFECT DRINK : This was the best buy the Manhattan was perfect , tasty, and smooth. I was at a party and first tried the drink and went out and purchased for my party coming up. I had to share I think people will love love it!!",False
997,So Good : Great tasting fool proof mix served in a very stylish bottle!!!,False
998,"Perfect Manhattan!!! : This is so delicious! You can actually make a perfect tasting, smooth Manhattan like a pro. Great product!",False
999,"Great mix! : Had this for a party last night it was a hit! Fantastic mix, whoever put this together knows their stuff! Highly recommended",False
1000,Premium Manhattan Mix : What an amazing product!! Absolutely love it!!,False
1001,Awesomeness In A Bottle!! : This product is so simple and easy to use !! I've tried different manhatan mixes before and this one is by far my favorite! It meshes very well w any burbon and the flavors don't overpower and try to mask the burbon like other products !!! It's an essential to my mini bar at home !!AMAZING PRODUCT!!,False
1002,"Not necessary : I have a manhattan almost everyday after work. My wife bought me this to try and although it is decent, it is not necessary. Spend your money on quality vermouth and of course the best bourbon one can afford.",False
1003,Great!!! : I've already went through 5 bottles of this stuff! Great tasting and smooth... and so easy to make my favorite drink.. a manhattan! Definitely recommend this as a premium mixer.,False
1004,A must for every home bar! : A must for every home bar!! How easy can it get.,False
1005,Amazing : amazing product. It make making a cocktail easy and tastes great.,False
1006,"Really good!!! Definitely try it. : So good! It really makes having a craft cocktail at home really easy. It is so hard to find natural products these days, especially mixers. I really love this one. The taste is excellent! I'm going to try some of the other mixers now too. This one is definitely my new favorite mixer!",False
1007,So good : I love this mix!! It's easy and taste delicious!!!!,False
1008,"Simply the best mix : After tasting the smooth flavor of this mix, I discovered a more natural way to enjoy a manhattan!!",False
1009,Best mix : This mix was the star of the party. We could not make it fast enough for the guest to drink,False
1010,"Awesome in a bottle : Although this is a Manhattan mix, I love to add it to many of my cocktails! The flavors are so complex, they elevate the flavor profile of my concoctions!",False
1011,Good mix : It was a little tart but I like that.,False
1012,Margarita Mix : What a great mix. Makes an excellent Margarita. Just add tequila.,False
1013,Bottle is small. Not a good value! : Very small amount for the price. Won't make this mistake again!,True
1014,The best margarita mix! : This is the Bomb!,False
1015,So hot! Love it! : Sweet then hits you like fire!,True
1016,Great bold flavor! : Good spice and a cool label on the bottle!,True
1017,"Great product , , two of three broke : Very poor packaging, wrapping and shipping. Two of three bottles were broke on arrival .",False
1018,"AWESOME : If you love grape juice with a twist, this is a must try!!",False
1019,"Love this product! : Everything is great about this product, cheap price, perfect taste. Mixing this flavor with just a soda makes it delicious.",False
1020,"Magnificent oak flavor! : I'm a single malt Scotch guy. I generally have two fingers neat with a quality cigar about once a week. On a stressful day, I'll have a couple of beers or so after work before the family gets home. The trouble is the beer gut that comes with that trend. I was looking for something similar to my favorite Scotch, which is a little out of my budget to drink daily. Jim Beam Black is an awesome substitute with the rich white oak aroma and flavor. It isn't near as smooth as my favorite Scotch, but the flavor is on point. Thank you Jim Beam for putting this great whiskey out there at an affordable price. You've got a customer for life!",False
1021,My favorite bourbon! : Exceptionally good flavor!,False
1022,Top Choice Every Time! : No matter where I go after years of various bourbon tastings....Jim Beam Black is head and shoulders above the rest no matter what the price tag!,False
1023,Good Job : I'm personally a wild turkey drinker. But cudos to Jim beam for producing such a classy commercial. Got the right girl to be their spokesperson. Good job. Very classy.,False
1024,"When you want to experience perfection, look no further! : Seriously You ask what's great about it What isn't great about it",False
1025,What bourbon should be. : No explanation necessary.,False
1026,I love Jim Bean : I first started drinking Jim Bean when i went camping. I didnt want to carry the bear around so i tried jim bean. My first was Red Stag Cherry. Than i tried devils cut when i came home. I have been hooked ever since. I usually mix with coke or dr.pepper.,False
1027,Best bourbon under 50 : This is the best bourbon under 50 you can buy. One of the smoothest bourbons I've tasted. I typically drink Woodford Reserve or Eagle Rare until I tried this. I buy a bottle every two weeks now.,False
1028,I would definitely buy this quality bourbon again : This is Beam at it's best very smooth.,False
1029,Just the best!! : I tried JB Black for the first time tonight. It is so smooth. We made whiskey sours with it and they were awesome. Thanks Jim Beam for this awesome bourbon!!!,False
1030,"Love it, cannot find it anywhere : I have been enjoying JB Black for the past three years. The has all the flavor os a higher proof, bur 86, I can have another without collapsing. Now it has disappeared from even the most extensive liquor stores in my area. What happened The double oaked is OK, but no match for the black. Where can I find it in Sonoma County, California",False
1031,"Jim Beam at it's best! : I bought this in early December and it didn't make it to the new year... This one is Awesome, keep up the great work!",False
1032,"Rich Aromatic : Absolutely love, love, love it!!",False
1033,"Fabulous purchase : I really like how compact and easy to use this pressure washer is, would buy it again in an instant after using it.",True
1034,"Not bad : First off its not as powerful as the gas model I had but its not as bad as the other reviews describe. My gas model would peel paint. This one is not that strong. If you need something to wash and clean, it works fine on concrete and dirt. If you need to peel paint, get a gas one.",False
1035,Awesome : I was lucky to purchase this power washer on sale for 99.99 . My patio and porch look like new. My drive way and sidewalks look new as well. I decided to power wash my house too. All with just water. Everything done in about 6 hours. Easy to use. Great investment great review. Barbecue pits are next.,False
1036,Only lasted 2 years : I used this a lot to clean my wheel wells on my truck of road pack and the underside of my riding mower. I was disappointed to see that after only 2 years of use my pump developed a leak which would cost more to fix than than buying a new unit. I am retired and can't afford to buy one every 2 years but it looks like I will.,False
1037,"Not worth it. : If you're going to take the time a pressure wash your driveway or your house, this is not worth the time or effort. The nozzle is so small and the actual dirt that comes off is the same amount from a normal hose.",False
1038,"Works great for household usage! : I also got this during Sam's Spring sale. Having messed with my father's 10 year old Electric pressure washer, I didn't have high hopes. I was looking for something inexpensive that would clean my driveway, grill and fence every so often. Yes, gas models are more powerful, but they're more expensive and you need to maintain them. First off - the build quality. Seems rugged. Metal couplings for hoses (vs plastic for my dad's old one). How well it does: Concrete was cleaned! The big circle washer does an OK job, but the turbo washer really gets it done (see photo). The big circle washer would be good for maintaining, not for a deep clean. Also had no issues cleaning my grill from 2 years of grease. Overall with a 2 year warranty I'm pretty happy with this!",False
1039,"Power Washer : Bought, assembled, and used it to clean concrete with mold, mildew, and moss on it. Worked great.",True
1040,"The right pressure for most jobs : I got this to do a power washing job, and I love it. It's small yet powerful comes with a variety of different accessories that you would end up paying more money for.",True
1041,"enough power for my light duty needs!!!! : Sam's Club is 99 percent pleasing with its all of its sales products. Everything from electrical, electronic, groceries, furniture, building products, recreational and mechanical etc... My black max pressure washer gets five stars and the sales price was the best! I recommended that my youngest son purchase one and he loves it too. Thanks, Sams Club",True
1042,"Great Value : Great electric pressure washer, the scrubber worked great on my patio.",True
1043,"Works Great : I purchased an electric model just to avoid another gas engine. This model works good cleaning our patio aggregate steps, walk driveway. It's light weight, easy to store priced accordingly.",True
1044,Absolutely love it! : I'm a woman who doesn't like to wait for her husband to help her do something. I can operate this by myself. I was surprised at how nicely it cleaned our composite decking. Our 40 year oldcement steps had green moss and black stains and I was able to clean they also. I used Scott's outdoor soap and can easily attach different nozzles and attachments. I hated our our gas power washer and we had much trouble with it. I hope this one lasts as it is a good value.,True
1045,Good price : I bought this article on sale and was a good deal it doesn't has a lot of power but works.,True
1046,Excellent deal : I did purchase this pressure washer about a month ago and just used it. I am very happy with it. I got a lot of bang for my buck. I really like it.,True
1047,Like the extras that came with it. : For its size works good. Have two gas ones but can't use inside due to fumes. This electric one does the job.,True
1048,Works great : Great price works great,True
1049,Easy to use : Does what I need it to do. Great attachments. Not as powerful as gas powered but knew that before purchase.,True
1050,Nice machine : Nice machine . It's slower than a gas machine but it gets the job done.,True
1051,"Great for every job around the house! : I have used the Black Max Pressure washer countless times since it arrived. I was able to clean green moss type mold from between the clay bricks in my courtyard that has been there for years. This piece of equipment is very easy to handle, even for a small person such as myself. I LOVE MY PRESSURE WASHER!!!!",True
1052,"Black Max Electric Pressure Washer : Had a gas pressure washer. Worked well for a couple of years, with some minor repairs, then finally went kaput. Only need it for light cleaning. This one started without problem, and did the job it was intended for. AND it was reasonably priced.",True
1053,Save your money : Bought last year and used once. Not strong enough to do much more than wash your car. Sprayer is plastic and not rugged. Sprayer ailed on me this year. Internal components rusted even though the washer was drained. Threaded connection to the sprayer is plastic. Cheaply made. Now junkyard.,False
1054,"Diet Tonic Water : Schweppes makes a good Diet Tonic. I prefer Canada Dry only because it seems to hold the fizz longer. I don't drink generic, I have not found any of the off-brands that taste good compared to Schweppes and Canada Dry. Please don't stop carrying or even add Canada Dry. The only other thing I suggest is to stock more on the shelves as most of the time there is maybe one or two on the shelf. Sartell Walmart",False
1055,"Best tasting tonic water : If you drink tonic water, this one is the best tasting and it is great that Walmart now has it available and will ship it to your home. I hope they continue this!",True
1056,"very expensive for one bottle : the product advertise said 15pk, I have no idea what that means but I assumed it was going to be 15 pack - it turned out to be one bottle for 2.50 - less expensive to buy at the store! It does not make any sense.",False
1057,Best brand ever : Great taste,True
1058,"Best of the Diet Tonic : I have been trying to cut back on sugar and found this has the best taste , I compared Canada Dry,Polar,Walmart . But I can't find in smaller bottle or cans.",True
1059,Diet tonic Water : Great product and will purchase again.,True
1060,Best There Is : Schweppes Tonic is the best there is because it doesn't lose it's fizz and always has a great refreshing taste.,False
1061,"Schweppes Diet Tonic water : It was just ok, I will buy it only if you guys run out of your Great Value Diet Tonic Water. (Because I have to have the diet) Schweppes just doesn't have the flavor nor does it it hold its carbonation like the Great Value Brand does.",False
1062,Best There Is : Schweppes Tonic is the best there is because it doesn't lose it's fizz and always has a great refreshing taste.,False
1063,"very expensive for one bottle : the product advertise said 15pk, I have no idea what that means but I assumed it was going to be 15 pack - it turned out to be one bottle for $2.50 - less expensive to buy at the store! It does not make any sense.",False
1064,"Schweppes Diet Tonic water : It was just ok, I will buy it only if you guys run out of your Great Value Diet Tonic Water. (Because I have to have the diet) Schweppes just doesn't have the flavor nor does it it hold its carbonation like the Great Value Brand does.",False
1065,Diet tonic Water : Great product and will purchase again.,True
1066,"Best tasting tonic water : If you drink tonic water, this one is the best tasting and it is great that Walmart now has it available and will ship it to your home. I hope they continue this!",True
1067,"Diet Tonic Water : Schweppes makes a good Diet Tonic. I prefer Canada Dry only because it seems to hold the fizz longer. I don't drink generic, I have not found any of the off-brands that taste good compared to Schweppes and Canada Dry. Please don't stop carrying or even add Canada Dry. The only other thing I suggest is to stock more on the shelves as most of the time there is maybe one or two on the shelf. Sartell Walmart",False
1068,"Best of the Diet Tonic : I have been trying to cut back on sugar and found this has the best taste , I compared Canada Dry,Polar,Walmart . But I can't find in smaller bottle or cans.",True
1069,"Rich and delicious : This is a rich and delicious red wineblend that many will enjoy, its full of dark fruit flavors and zinfindel. The best red blend that i have ever had.",False
1070,The best : It's delish! The only suggestion I have is to sell a bigger bottle with a handle.,False
1071,I recommend this drink to everyone over the age of 21 : I love everything about Jim Beam Apple... The taste is great and it goes down smooth! It's one of the best drinks out there with or without any added mixes....,False
1072,"Fantastic : I was hesitant to buy Jim Beam Apple, after trying other apple whiskeys, but I was not disappointed! It's so smooth, light and fruity. Very good!",False
1073,"Sweet and smooth. : Very smooth, but very sweet. I would like to know how much sugar is added...",False
1074,"Surprising and refreshing : I mix the Jim Beam apple with a little ginger ale, it is a great summer refreshment.",False
1075,I will buy this product again : It makes the greatest apple bourbon martini,False
1076,I would buy this again : Outstanding. Smooth. Easy to drink,False
1077,I love the Apple : The apple Jim Beam is the bomb it's smooth no chaser needed I am hooked.,False
1078,I love the flavor and quenches my thirst : This is a great tasting refreshing drink,False
1080,Great margaritas : if you are trying to save calories and still have a tasty margarita this mix is great. use a few drops of essential lime oil to give a more natural taste though...,False
1081,"Skinny Margarita : My wife loves margaritas. And, I have always struggled with How to make the perfect Margarita. But, along comes Jose Cuervo Classic Lime Light Margarita Mix and l feel like a pro. With zero calories zero carbs and zero sugars, the only calories (sugars) are from the alcohol. This mix is the best. Here's my formula: - 2 parts mix - 1 part tequila (I love Logado from Total Wine) - 3 to 4 teaspoons of artificial sweetner - a big splash of Gran Gala Liquer (the drink should become a light amber color) - 1/2 fresh lime juice Mix well and add crushed ice. Voila!",True
1082,Jose Cuervo Classic Lime Light Margarita Mix : Taste great. But never enough in stock at the stores,True
1083,As good as homemade w/o calories : I have been buying this for years. Tastes like homemade without calories. Not as sweet as other mixes,True
1084,Great product : Love the taste. Very good.,True
1085,Great sippin by the pool! : Good refreshing drink and taste great with taco dip! A true summer treat!,True
1086,Excellent! : Tastes great!,True
1087,Lo-Cal Margaritas : This is a great product to beat the gain weight vs. no cold Margaritas in the Summer battle ! Good flavor and no calories. I usually squeeze a lime into the pitcher and they taste great !,True
1088,"Great taste : Low price,great taste",True
1089,Great product : Tastes great,False
1090,Tequila mixer : It's a good tasting low cal mixer. You do not have to buy expensive tequila for it to taste good.,False
1091,"Flat Artificial : I didn't like this product when compared to Master of Mixes Lite. Jose Cuervo seemed flat with little or no tartness, and tasted artificial. Don't believe it contains any real lime juice.",True
1092,"Jose Cuervo Classic Lime Light Margarita Mix : If the mouth of the bottle was bigger it would make it easier to get the product out after putting in the freezer. I'm sure other people do this making large batches. Once the tequila is mixed in, the mix melts quickly so placing in the freezer would speed up the process IF you could then get it out. Why only 4 stars.",True
1093,"great taste, no calories : since I started using this product cant hardly drink a margarita made with high calorie mixers. fortunately more folks in my Walmart area are also starting to use and now our local Walmart rarely doesn't have it....",True
1094,"Flat & Artificial : I didn't like this product when compared to Master of Mixes Lite. Jose Cuervo seemed flat with little or no tartness, and tasted artificial. Don't believe it contains any real lime juice.",True
1095,Tequila mixer : It's a good tasting low cal mixer. You do not have to buy expensive tequila for it to taste good.,False
1096,"Great taste : Low price,great taste",True
1097,Great product : Love the taste. Very good.,True
1098,Great sippin by the pool! : Good refreshing drink and taste great with taco dip! A true summer treat!,True
1099,"Jose Cuervo Classic Lime Light Margarita Mix : If the mouth of the bottle was bigger it would make it easier to get the product out after putting in the freezer. I'm sure other people do this making large batches. Once the tequila is mixed in, the mix melts quickly so placing in the freezer would speed up the process IF you could then get it out. Why only 4 stars.",True
1100,Excellent! : Tastes great!,True
1101,Great product : Tastes great,False
1102,"great taste, no calories : since I started using this product cant hardly drink a margarita made with high calorie mixers. fortunately more folks in my Walmart area are also starting to use and now our local Walmart rarely doesn't have it....",True
1103,Jose Cuervo Classic Lime Light Margarita Mix : Taste great. But never enough in stock at the stores,True
1104,Lo-Cal Margaritas : This is a great product to beat the gain weight vs. no cold Margaritas in the Summer battle ! Good flavor and no calories. I usually squeeze a lime into the pitcher and they taste great !,True
1105,"Delicious! : I cannot find this in the stores, so glad Jet has it. This review was collected as part of a promotion.",True
1106,Great : My husband and I love the unique taste of this margarita mix.. Jet was the only place that offered this mix at a grate price.... The delivery was fast. We will continue to order from jet.. This review was collected as part of a promotion.,True
1107,Excellent. : Add tequila or just seltzer and a slice of fresh lime to make a virgin margarita. It's great both ways! Perfect for summer entertaining! sweepstakes This review was collected as part of a promotion.,True
1108,"By far the best mixer I have had the pleasure of tasting : By far the best mixer I have had the pleasure of tasting! Perfectly balanced sweet, tart, and citrus notes. It was so popular at a gathering that it didn't last past 30 minutes.",
1109,Five Stars : Excellent taste. No high fructose corn syrup.,
1110,"the margaritas were awesome, not too sweet not to tart : Im a very picky Margarita drinker, I always make my own lime juice mix, but I decided to give this a try, and to tell you the Truth, the margaritas were awesome, not too sweet not to tart....taste really good!!!! I would buy again to make large batches.",
1111,Great taste : Some of the best tasting Margarita mix I have used. Highly recommend.,
1112,"This is the best margarita mix - not too sweet : This is the best margarita mix - not too sweet, everytime I host a party I serve this and people LOVE my margaritas!",
1113,"Gross, chemical taste. : Bought this for my parents. They said it was awful and tasted very chemical. They love margaritas, so I bought this after reading reviews. Won't do that again!",
1114,P M Margarita mix is the best : We bought our first bottle of Powell Mahoney margarita mix locally and decided it was the very best mix we ever had. Hard to find in local shops. Glad we found it on Amazon. All natural ingredients and hand crafted,
1115,"Very good : This is an excellent pre made mixer, without artificial taste. However, it is available in my grocery store for about half this price!",
1116,Margaritas anyone : Tastes pretty good but you pay for it- too lazy to make my own mix fresh,
1117,"Awesome margarita mix : This margarita mix tastes soooo good :-) it's not too sweet unlike other brands. You don't need to add anything, just your tequila of choice and you're good to go.",
1118,Five Stars : one of the best but it takes to long to get,
1119,Five Stars : Great natural margarita mix!,
1120,Five Stars : Great margarita mix ad service,
1121,Good stuff : Very good mix!!,
1122,Four Stars : Great margarita,
1123,"Nope. : Don't waste your money. Over-rated, over-priced. You could make your own by looking up an online recipe and wouldn't be able to tell the difference.",
1124,"Fresh, Natural Mixer for the Perfect Margarita : Do you love margaritas They are among the most popular adult beverages in America and many people rank them as their favorite alcoholic beverage of all. The right tequila can make a noticeable difference when mixing up a margarita, but the right mixer is important as well. And one of the best mixers available is Power Mahoney Margarita.I just got to know Powell Mahoney recently and I have been singing its praises ever since. This mix is every bit as delicious as the others in the Powell Mahoney lineup thanks in no small part to the all- natural ingredients used in the process. Have you taken a good look at the ingredients used in other mixers They're enough to make even the most tolerant person cringe. Even a really good tequila often cannot mask the taste of a bad mixer and I can think of many mixed drinks that I could barely finish due to a less-than-pleasant mixer base.With Powell Mahnoey Margarita mixer, you get the great, natural taste you desire with a good balance between the sweet and the sour. Pour a little into a glass and taste it all by itself. You will notice flavors of lime and a little bit of orange with an overall taste that leans toward the sour side but one that seems just right to match with a fine tequila. The taste is even good enough that some people might enjoy this mixer served with non- alcoholic combinations like soda water and even on the rocks with nothing added.Margaritas are popular drinks but even your favorite drink can lose its appeal if it contains a weak ingredient. With Powell Mahoney Margarita mixer, you get the great, natural, fresh citrus flavor that makes for the perfect mixed drink. Buy a bottle from this Vermont- based company and fall in love with your margarita, all over again.",
1125,"Love it : Excellent flavor, not at all sweet/syrupy like other mixes",
1126,Five Stars : Yum... over shaved ice with a lime wedge. It arrived so quickly to boot!,
1127,QUALITY BITTERS !!!!!!!!!!!!!!!!!!!!!!!!! : FANTASTIC .........FROM THE 1800's To The 21st Century ..........Try It In The Drinks and Mixtures ..........IT Works !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,
1128,Best bitters : This is tge best bittera for tiki drinks you can get. It gives them that extra bust yoy need to make it over the top.,
1129,"Bittermen's Hellfire Habanero Shrub cocktail bitter : To the people who don't think things like bitters and muddled fruit don't make any difference in a drink, they couldn't be more wrong. This habenero shrub bitter adds a real dimension to the cocktail and anyone serious about their drink should have this.",
1130,Delicious addition to cocktails. : Love this product we've been using it almost nightly to make cocktails.,
1131,Five Stars : Love these bitters! A small drop in bourbon or vodka really transforms the spirit!,
1132,Five Stars : The perfect accompaniment to any bourbon drink!,
1133,"Five Stars : This stuff rocks, use it for one of the Employees Only bar cocktail recipes.",
1134,Five Stars : awesome and prompt shipping,
1135,Five Stars : Great selection of different flavors for a starter set.,
1136,"Four Stars : The perfect touch, with a good punch of heat!",
1137,"Best bitters for your Manhattan! : A wonderful flavor-filled bitters. It appears to be made for beach drinks with rum, but I love using it in my Manhattans. I've also added it to apples sauteed in butter and brown sugar. Yum.",
1138,"Amazing : This was out of stock almost everywhere and I nabbed the last one on Amazon. It was part of a gift for my boyfriend for his new bar set, the something extra after the staples of Regan's, Angostura, and Peychauds, and the smallest and most expensive bottle of the group. It has been worth every penny -- complex, flavorful, rich, not overly sweet, a real winner. The Bittermens website has some wonderful recipes, but we have been most enjoying it so far with a large rock, 2 shots, a dash of Regan's, 7 drops or so of this one and a splash each of lemon and soda water.",
1139,"Fantastic Bitters : I use these in all kinds of tiki drinks and they are really great - they have lots of warm spice notes and lend an exotic flavor to rum based drinks. I would say there is a strong nutmeg note here which can put some folks off, but I'm a huge fan personally. It's tough to find bitters that work in tiki drinks beyond Angostura, so this is a great addition to the bar for people that make a lot of tropical themed cocktails.",
1140,Nice addition : These are an interesting addition to a bitters collection. Excellent in rum drinks. Very pleased and would definitely recommend if you mix up cocktails.,
1141,Exquisite taste sensation! : This flavor of bitters is quite unique! There is a subtle warmth and profound chocolate flavor that is haunting. We like it in a tequila-based coffee liqueur. Add half a shot of good scotch and you have a drink worthy of the finest company you know...,
1142,"For some burn in your booze : Subtle and slow building.Great with Citrus and flavorful bases, like anejo tequila, gin, or golden rum.Bittermens makes some of the most unique bitters.",
1143,"Bitters complimentary to Tropical drinks : For any Tikiphile out there, these are a great addition to any tropical drink recipes. I substitute them in place of Angostura bitters in Zombies, Rum Barrels and 151 Swizzles. They may be a bit niche in their application, but it's a wonderful product nonetheless.",
1144,"Goes a long way! : I was at the Kentucky bourbon mixology competition recently and all the bartenders were making spicy flavored drinks. I looked all around for this stuff and finely ordered it here.My first cocktail was great:2 oz. Rye Whiskey (or bourbon)0.5 oz. Simple Syrup1 Lemon Twist2 Dashes of Peychaud's Bitters30 Drops of Bittermens Habanero Bitters (Start with 20 and increase from there, it gets hot!)Serve it on ice",
1145,"Amazing : The Tear Dropper is a bit confusing your first time, but these are simply delicious. The aroma hits you right off the bat when you open the bottle. The aromatic hops go wonderfully with grapefruit, and these bitters are awesome in a Sawyer, Mojito, or Daiquiri. It is a strange combination, but it really works. Try these!",
1146,Five Stars : Great flavor and perfect for my winter drinks!,
1147,Five Stars : Yummy- in my gin drinks or just with seltzer!,
1148,Five Stars : These were bomb diggity,
1149,Five Stars : Perfect for my use.,
1150,"but they have been raving about how nicely the bitters enhance a gin and tonic or a ... : I bought the Bittermen's hopped grapefruit bitters for my sister and brother-in-law as a Christmas gift. I haven't tried the product myself, but they have been raving about how nicely the bitters enhance a gin and tonic or a reposado cocktail.",
1151,Used them to make just a few of these fine cocktails Margie has some Spice The Mezcal Fizz and ... : Used them to make just a few of these fine cocktails Margie has some Spice The Mezcal Fizz and The Mexican Firing Squad and they were perfect.,
1152,Mole Ole! : Purchased as a gift and recipient loved it for his Old Fashions!,
1153,"Five Stars : bittermens bitters are the bomb. every home bar needs a few of these on hand,",
1154,"Super Spicy bitters. : This is extremely spicy with ginger. Not so much gingerbread flavor, as I hoped for.I'm thinking of blending it with other bitters to achieve more of a gingerbread flavor.",
1155,Mole bitters : The mole bitters are delicious!,
1156,"Delicious, but pricey. Wish they had a smaller bottle. : Delicious bitters. Really completes my Oaxacan Old Fashioneds. Wish it came in a smaller quantity for a more affordable price. It'll be years before I have to buy another one of these.",
1157,"Spicy and nice! : I love spicy foods, and this provides a great twist on an Old Fashioned! Love it",
1158,Perfect : great product,
1159,Five Stars : Some of my favorite bitters ever. Great unique flavor. Now if they just weren't so darn expensive...,
1160,Chocolate and Spice : We ordered this to add to a collection of bitters for making Old Fashions. I was afraid it might be too spicy but it created a lovely addition with a hint of chocolate and spice.,
1161,Five Stars : Great for jazzy up my Tiki cocktails,
1162,Nice kick to your gin drinks : Great for gin drinks!!!!,
1163,Four Stars : Great to make spicy drinks.,
1164,"Five Stars : DELICIOUS, deep flavor that is unlike any bitters I've tried.",
1165,Five Stars : love this. Perfect to add a little heat to your cocktail.,
1166,One Star : Must use a lot as it wasn't that strong,
1167,Five Stars : Excellent ingredient to make a Bayshore Sunrise cocktail.,
1168,Spicy-shrubby awesomeness. : This stuff is magic if you love spicy-shrubby. Makes my Manhattans sooo good with a high quality vermouth.,
1169,Four Stars : amazing !! thank you,
1170,Not a good flavor : Did not like the flavor of these,
1171,Five Stars : Pleased with purchase,
1172,"I love it with iced coffee : I love it with iced coffee, cream, and honey.",
1173,Five Stars : Fantastic stuff!,
1174,Four Stars : Great supplement to cocktails.,
1175,2 squirts from the eye dropper in 1 liter of sparking water for a great orange water cheaper than buying cans if you ... : delicious. 2 squirts from the eye dropper in 1 liter of sparking water for a great orange water cheaper than buying cans if you use a soda maker,
1176,Take your fruity tropical drinks to the next level : These are delicious! They will take any fruity tropical drink to the next dimension with a subtle spiced layer. Cuts the sweetness and adds depth.,
1177,"These sounded better than they ended up being : These sounded better than they ended up being. I found them to be a little too bitter and tart for an Old Fashioned. Now I love cranberries, and understand how tart real ones are...but in a drink I do not really want to be a purist, I want great taste. I will try adding a bit more sugar to my drink, but I doubt it will make mush of an impact. Bottom line is, OK, but not great.",
1178,Five Stars : Great for negroni.,
1179,I like to add a few drops of this to my ... : I like to add a few drops of this to my scotch on those occasions when I cant afford my favorite Islay Single Malt.,
1180,Makes for nice cocktails : Tiki bitters makes an for an excellent Sharpie Mustache and I will experiment more with them for other tropical coctails as well. The packaging is nice i like the dropper. is only reason for 4/5 stars.,
1181,Good purchase. I haven't tried it in anything else ... : I had this in a cocktail I had in a restaurant. Good purchase. I haven't tried it in anything else yet.,
1182,Four Stars : delicious and hard to get more than a whisper out at one time,
1183,Five Stars : Good for cocktails.,
1184,Five Stars : Great bitters. Love all their products.,
1185,Five Stars : A very well received gift!!!,
1186,"I really like a few drops of the Xocolati bitters in a ... : I have several of their bitters now and use them both when the occasion presents itself. I really like a few drops of the Xocolati bitters in a good Negroni. It adds a whole new layer of complexity! I am looking forward to trying the Elemakule Tiki bitters, since I've just gotten interested in making Tiki drinks.I also really like their Hopped Grapefruit bitters. Really nice in a good GT!",
1187,Five Stars : great for bloody mary's.,
1188,"Heads up Rum drinkers!! : Wow, what a great addition for anyone who makes Tiki drinks. Goes perfectly not only with Rum, but Tangueray. Throw out the skunk flavored Angostura bitters. This is the perfect compliment to most Tiki drinks and especially anything you make with Don's Mix. Thank-you Bittermens!! Now you need to get this stuff on the store shelves.",
1189,try it! : Delicious addition to rye and water.,
1190,"Try this you'll love it : oh my gosh, this is SO delicious. I've only used it so far in cocktails but have received so many compliments on it. Friends have asked what's in this drink, it's so delicious. I actually bought a few other flavors to give as a gift",
1191,Makes great cocktails! : We make a burlesque martini with fresh rosemary with this at our bar. It's very tasty.,
1192,The one to buy if you're buying only two. (The other being Angostura) : This is my favorite bartender's favorite bitters. 'Nough said.,
1193,"Alcohol Ingredients for Fine Cuisine : Something for every bar man home or professional. Essential mixology, and the fusion of alcohol with fine cuisine.",
1194,Five Stars : The best,
1195,"Does not taste like habanero : Does not taste like habaneros what so ever. Very disappointing, not to mention you have to pour half the bottle in your tiny drink to taste it.",
